Data_as_of,DCF Region,DCF Office,Demographic,SFY,TOTAL_ENTRY,FOSTER_CARE,RELATIVE_CARE,SPECIAL_STUDY,THERAPEUTIC_FOSTER_CARE,PDC_SAFE_HOME,SHELTER,GROUP_HOME,RESIDENTIAL,DCF_HIGHMEADOWS,DCF_SOLNIT,DCF_CJTS,HOSPITAL,INDEPENDENT_LIVING,Demographic_Type
8/6/2015,Region 5,Danbury Office,BLACK,2008,3,1,1,0,0,0,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 5,Danbury Office,HISPANIC,2008,14,6,3,1,0,0,0,0,1,0,1,0,2,0,Race
8/6/2015,Region 5,Danbury Office,OTHER,2008,3,1,1,0,0,0,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 5,Danbury Office,WHITE,2008,40,10,2,2,0,12,1,0,8,0,1,1,3,0,Race
8/6/2015,Region 5,Torrington Office,HISPANIC,2008,11,5,4,0,0,0,0,1,1,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,OTHER,2008,12,8,0,1,0,1,0,0,1,0,0,0,1,0,Race
8/6/2015,Region 5,Torrington Office,WHITE,2008,73,33,10,3,0,4,5,0,9,0,3,0,6,0,Race
8/6/2015,Region 5,Waterbury Office,BLACK,2008,42,28,5,1,0,4,1,0,1,0,1,0,1,0,Race
8/6/2015,Region 5,Waterbury Office,HISPANIC,2008,88,61,11,1,1,1,0,1,8,0,2,0,2,0,Race
8/6/2015,Region 5,Waterbury Office,OTHER,2008,34,22,7,0,0,4,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 5,Waterbury Office,WHITE,2008,64,35,12,1,0,3,2,1,7,0,1,0,1,1,Race
8/6/2015,Region 6,Meriden Office,BLACK,2008,7,2,0,1,0,2,1,0,1,0,0,0,0,0,Race
8/6/2015,Region 6,Meriden Office,HISPANIC,2008,32,14,3,0,0,6,3,1,3,1,1,0,0,0,Race
8/6/2015,Region 6,Meriden Office,OTHER,2008,13,7,1,0,0,3,0,0,2,0,0,0,0,0,Race
8/6/2015,Region 6,Meriden Office,WHITE,2008,41,14,8,1,1,3,1,5,6,0,1,0,1,0,Race
8/6/2015,Region 6,New Britain Office,BLACK,2008,38,22,4,2,1,6,1,0,1,0,0,0,0,1,Race
8/6/2015,Region 6,New Britain Office,HISPANIC,2008,72,32,11,4,2,8,3,3,6,0,0,0,2,1,Race
8/6/2015,Region 6,New Britain Office,OTHER,2008,20,11,2,2,0,2,1,1,1,0,0,0,0,0,Race
8/6/2015,Region 6,New Britain Office,WHITE,2008,135,54,38,5,0,8,4,3,15,1,1,0,4,2,Race
8/6/2015,Other,Other,BLACK,2009,55,5,0,0,0,0,1,2,21,0,0,25,1,0,Race
8/6/2015,Other,Other,HISPANIC,2009,43,2,1,0,0,0,0,0,26,1,0,13,0,0,Race
8/6/2015,Other,Other,OTHER,2009,9,1,0,0,0,0,0,1,4,0,0,3,0,0,Race
8/6/2015,Other,Other,WHITE,2009,43,4,1,0,0,1,0,4,22,0,1,10,0,0,Race
8/6/2015,Region 1,Bridgeport Office,BLACK,2009,78,41,4,5,0,13,8,1,2,2,1,1,0,0,Race
8/6/2015,Region 1,Bridgeport Office,HISPANIC,2009,96,45,7,1,0,27,9,1,3,0,0,2,1,0,Race
8/6/2015,Region 1,Bridgeport Office,OTHER,2009,9,5,0,0,0,0,2,0,2,0,0,0,0,0,Race
8/6/2015,Region 1,Bridgeport Office,WHITE,2009,28,15,1,0,2,4,2,1,3,0,0,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,BLACK,2009,34,13,1,0,4,8,3,1,2,0,1,1,0,0,Race
8/6/2015,Region 1,Norwalk Office,HISPANIC,2009,30,12,3,0,3,5,6,0,0,1,0,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,OTHER,2009,2,1,0,0,0,0,0,0,0,1,0,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,WHITE,2009,23,5,3,0,1,8,3,0,1,0,0,1,1,0,Race
8/6/2015,Region 1,Stamford Office,BLACK,2009,6,2,1,0,0,1,1,1,0,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,HISPANIC,2009,31,16,2,0,4,6,1,0,0,0,0,0,1,1,Race
8/6/2015,Region 1,Stamford Office,OTHER,2009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,WHITE,2009,7,0,1,1,0,1,1,0,3,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,BLACK,2009,48,28,2,1,1,6,4,0,4,0,0,0,2,0,Race
8/6/2015,Region 2,Milford Office,HISPANIC,2009,19,11,2,0,0,1,1,2,1,0,0,0,0,1,Race
8/6/2015,Region 2,Milford Office,OTHER,2009,8,6,0,0,0,1,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,WHITE,2009,77,38,10,1,0,10,2,0,14,1,1,0,0,0,Race
8/6/2015,Region 2,New Haven Office,BLACK,2009,140,71,15,4,3,15,7,7,10,0,1,3,1,3,Race
8/6/2015,Region 2,New Haven Office,HISPANIC,2009,81,45,11,0,2,14,2,0,5,0,1,0,1,0,Race
8/6/2015,Region 2,New Haven Office,OTHER,2009,18,11,0,0,1,1,2,0,2,0,0,0,1,0,Race
8/6/2015,Region 2,New Haven Office,WHITE,2009,34,25,1,0,1,2,2,0,2,0,0,0,1,0,Race
8/6/2015,Region 3,Middletown Office,BLACK,2009,11,4,2,0,0,2,2,0,1,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,HISPANIC,2009,6,2,0,0,0,2,0,0,1,0,1,0,0,0,Race
8/6/2015,Region 3,Middletown Office,OTHER,2009,13,6,1,0,0,3,1,0,2,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,WHITE,2009,39,11,9,0,1,6,1,1,6,0,2,0,2,0,Race
8/6/2015,Region 3,Norwich Office,BLACK,2009,56,28,14,2,0,6,2,0,1,0,0,0,3,0,Race
8/6/2015,Region 3,Norwich Office,HISPANIC,2009,66,38,3,5,0,12,1,0,3,0,0,0,4,0,Race
8/6/2015,Region 3,Norwich Office,OTHER,2009,42,26,0,3,0,6,1,0,2,0,0,0,4,0,Race
8/6/2015,Region 3,Norwich Office,WHITE,2009,131,54,24,4,1,13,2,2,10,1,1,1,18,0,Race
8/6/2015,Region 3,Willimantic Office,BLACK,2009,6,2,0,0,0,4,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,HISPANIC,2009,17,8,1,2,0,4,1,1,0,0,0,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,OTHER,2009,8,2,1,0,0,3,0,0,2,0,0,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,WHITE,2009,107,49,10,2,5,23,5,1,9,1,0,1,1,0,Race
8/6/2015,Region 4,Hartford Office,BLACK,2009,168,68,24,5,3,29,8,4,15,3,3,1,3,2,Race
8/6/2015,Region 4,Hartford Office,HISPANIC,2009,190,96,18,1,3,37,13,4,11,0,3,1,2,1,Race
8/6/2015,Region 4,Hartford Office,OTHER,2009,8,4,1,0,0,0,0,0,0,0,1,0,2,0,Race
8/6/2015,Region 4,Hartford Office,WHITE,2009,20,11,3,0,1,1,1,0,2,0,0,0,1,0,Race
8/6/2015,Region 4,Manchester Office,BLACK,2009,60,33,7,0,0,11,1,4,2,0,0,1,0,1,Race
8/6/2015,Region 4,Manchester Office,HISPANIC,2009,56,27,6,1,0,15,2,0,1,1,2,1,0,0,Race
8/6/2015,Region 4,Manchester Office,OTHER,2009,19,10,2,0,0,6,1,0,0,0,0,0,0,0,Race
8/6/2015,Region 4,Manchester Office,WHITE,2009,113,48,19,2,0,24,12,0,6,0,0,0,2,0,Race
8/6/2015,Region 5,Danbury Office,BLACK,2009,8,1,0,0,0,3,1,0,1,0,0,0,1,1,Race
8/6/2015,Region 5,Danbury Office,HISPANIC,2009,17,7,1,0,1,4,2,0,0,0,0,0,2,0,Race
8/6/2015,Region 5,Danbury Office,OTHER,2009,4,1,2,0,0,0,0,0,0,0,0,0,1,0,Race
8/6/2015,Region 5,Danbury Office,WHITE,2009,41,16,9,3,0,3,2,1,2,0,1,0,4,0,Race
8/6/2015,Region 5,Torrington Office,BLACK,2009,8,6,0,0,0,0,1,1,0,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,HISPANIC,2009,14,11,0,0,0,2,1,0,0,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,OTHER,2009,16,11,4,0,0,0,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,WHITE,2009,82,39,12,3,2,4,6,1,10,0,3,0,2,0,Race
8/6/2015,Region 5,Waterbury Office,BLACK,2009,44,29,1,0,0,10,2,1,1,0,0,0,0,0,Race
8/6/2015,Region 5,Waterbury Office,HISPANIC,2009,98,66,7,0,0,16,3,0,4,0,1,0,1,0,Race
8/6/2015,Region 5,Waterbury Office,OTHER,2009,15,6,2,0,0,3,1,0,2,0,1,0,0,0,Race
8/6/2015,Region 5,Waterbury Office,WHITE,2009,68,30,9,2,0,10,2,0,12,1,2,0,0,0,Race
8/6/2015,Region 6,Meriden Office,BLACK,2009,14,6,2,0,0,2,2,1,1,0,0,0,0,0,Race
8/6/2015,Region 6,Meriden Office,HISPANIC,2009,54,21,8,0,2,13,2,0,3,1,0,2,1,1,Race
8/6/2015,Region 6,Meriden Office,OTHER,2009,9,1,2,0,1,4,1,0,0,0,0,0,0,0,Race
8/6/2015,Region 6,Meriden Office,WHITE,2009,33,7,9,1,0,6,2,0,6,1,1,0,0,0,Race
8/6/2015,Region 6,New Britain Office,BLACK,2009,35,15,6,0,3,5,2,1,3,0,0,0,0,0,Race
8/6/2015,Region 6,New Britain Office,HISPANIC,2009,83,42,12,3,2,14,1,3,4,0,1,1,0,0,Race
8/6/2015,Region 6,New Britain Office,OTHER,2009,22,11,2,0,0,8,0,0,0,0,0,0,0,1,Race
8/6/2015,Region 6,New Britain Office,WHITE,2009,84,32,10,5,3,10,7,0,13,2,1,0,1,0,Race
8/6/2015,Other,Other,BLACK,2010,58,2,0,0,0,0,0,10,24,0,0,22,0,0,Race
8/6/2015,Other,Other,HISPANIC,2010,41,4,1,0,0,2,0,2,18,0,0,14,0,0,Race
8/6/2015,Other,Other,OTHER,2010,6,0,0,0,0,3,0,0,2,0,0,1,0,0,Race
8/6/2015,Other,Other,WHITE,2010,31,0,0,0,0,0,0,2,23,0,0,6,0,0,Race
8/6/2015,Region 1,Bridgeport Office,BLACK,2010,73,27,13,2,3,8,11,1,5,0,0,2,1,0,Race
8/6/2015,Region 1,Bridgeport Office,HISPANIC,2010,78,36,12,0,6,14,5,0,3,0,1,0,1,0,Race
8/6/2015,Region 1,Bridgeport Office,OTHER,2010,13,5,5,1,2,0,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 1,Bridgeport Office,WHITE,2010,29,8,7,1,0,6,3,0,3,0,0,0,1,0,Race
8/6/2015,Region 1,Norwalk Office,BLACK,2010,18,4,2,0,2,5,1,0,1,0,1,1,1,0,Race
8/6/2015,Region 1,Norwalk Office,HISPANIC,2010,12,3,2,0,1,3,2,0,0,0,0,0,1,0,Race
8/6/2015,Region 1,Norwalk Office,OTHER,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 1,Norwalk Office,WHITE,2010,11,1,0,0,4,2,2,0,2,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,BLACK,2010,11,6,0,0,2,0,2,0,0,0,0,0,0,1,Race
8/6/2015,Region 1,Stamford Office,HISPANIC,2010,11,8,0,0,0,2,1,0,0,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,OTHER,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Race
8/6/2015,Region 1,Stamford Office,WHITE,2010,5,0,2,0,0,0,1,0,2,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,BLACK,2010,31,7,3,1,1,5,6,1,4,0,1,0,0,2,Race
8/6/2015,Region 2,Milford Office,HISPANIC,2010,24,10,1,0,1,6,2,1,3,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,OTHER,2010,13,6,0,0,3,4,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 2,Milford Office,WHITE,2010,44,13,7,1,0,7,1,0,11,0,1,1,1,1,Race
8/6/2015,Region 2,New Haven Office,BLACK,2010,121,49,21,0,4,19,8,2,10,1,1,0,1,5,Race
8/6/2015,Region 2,New Haven Office,HISPANIC,2010,61,29,5,0,2,9,6,3,4,0,0,1,1,1,Race
8/6/2015,Region 2,New Haven Office,OTHER,2010,9,4,2,0,1,2,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 2,New Haven Office,WHITE,2010,22,11,3,0,2,3,0,3,0,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,BLACK,2010,12,6,0,0,1,1,2,1,1,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,HISPANIC,2010,10,4,5,0,0,0,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 3,Middletown Office,OTHER,2010,5,3,0,0,0,0,1,0,0,0,0,1,0,0,Race
8/6/2015,Region 3,Middletown Office,WHITE,2010,60,27,12,1,0,9,2,0,7,0,1,0,0,1,Race
8/6/2015,Region 3,Norwich Office,BLACK,2010,32,17,4,0,0,5,0,0,3,0,0,0,3,0,Race
8/6/2015,Region 3,Norwich Office,HISPANIC,2010,54,29,3,1,1,3,4,2,3,0,0,1,7,0,Race
8/6/2015,Region 3,Norwich Office,OTHER,2010,44,26,5,1,0,5,1,0,1,0,0,1,4,0,Race
8/6/2015,Region 3,Norwich Office,WHITE,2010,124,64,4,4,2,23,5,1,10,0,0,1,10,0,Race
8/6/2015,Region 3,Willimantic Office,BLACK,2010,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,HISPANIC,2010,16,11,0,0,0,2,1,0,0,0,2,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,OTHER,2010,4,1,1,0,0,2,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 3,Willimantic Office,WHITE,2010,87,46,5,0,3,18,4,1,6,0,1,0,2,1,Race
8/6/2015,Region 4,Hartford Office,BLACK,2010,141,83,18,2,3,22,5,1,3,0,1,0,0,3,Race
8/6/2015,Region 4,Hartford Office,HISPANIC,2010,210,125,10,4,1,35,9,8,10,0,2,1,2,3,Race
8/6/2015,Region 4,Hartford Office,OTHER,2010,29,22,2,1,0,1,2,0,0,0,1,0,0,0,Race
8/6/2015,Region 4,Hartford Office,WHITE,2010,30,11,8,1,0,3,3,1,1,0,0,0,1,1,Race
8/6/2015,Region 4,Manchester Office,BLACK,2010,33,15,2,0,0,11,3,0,1,0,0,0,1,0,Race
8/6/2015,Region 4,Manchester Office,HISPANIC,2010,49,25,10,1,0,6,1,1,4,0,0,1,0,0,Race
8/6/2015,Region 4,Manchester Office,OTHER,2010,17,12,3,1,0,0,0,0,0,0,0,0,1,0,Race
8/6/2015,Region 4,Manchester Office,WHITE,2010,112,37,32,1,3,13,9,1,13,0,1,0,2,0,Race
8/6/2015,Region 5,Danbury Office,BLACK,2010,7,4,0,0,0,1,2,0,0,0,0,0,0,0,Race
8/6/2015,Region 5,Danbury Office,HISPANIC,2010,16,11,0,0,0,4,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 5,Danbury Office,OTHER,2010,9,2,4,0,0,3,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 5,Danbury Office,WHITE,2010,32,14,3,0,1,6,2,0,3,0,0,0,3,0,Race
8/6/2015,Region 5,Torrington Office,BLACK,2010,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,HISPANIC,2010,11,5,2,1,0,1,1,0,0,0,1,0,0,0,Race
8/6/2015,Region 5,Torrington Office,OTHER,2010,9,5,0,0,0,3,1,0,0,0,0,0,0,0,Race
8/6/2015,Region 5,Torrington Office,WHITE,2010,66,38,4,1,1,11,1,1,3,0,0,0,6,0,Race
8/6/2015,Region 5,Waterbury Office,BLACK,2010,57,29,7,0,0,15,1,1,2,0,0,2,0,0,Race
8/6/2015,Region 5,Waterbury Office,HISPANIC,2010,83,51,6,1,0,13,4,4,1,0,1,0,2,0,Race
8/6/2015,Region 5,Waterbury Office,OTHER,2010,30,14,2,2,0,9,1,0,1,0,1,0,0,0,Race
8/6/2015,Region 5,Waterbury Office,WHITE,2010,47,20,14,0,0,5,1,1,3,0,0,0,3,0,Race
8/6/2015,Region 6,Meriden Office,BLACK,2010,18,9,0,0,0,5,1,0,3,0,0,0,0,0,Race
8/6/2015,Region 6,Meriden Office,HISPANIC,2010,38,18,7,0,3,3,4,0,0,0,1,0,2,0,Race
8/6/2015,Region 6,Meriden Office,OTHER,2010,5,2,0,0,0,2,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 6,Meriden Office,WHITE,2010,33,7,10,4,0,7,0,0,4,0,0,1,0,0,Race
8/6/2015,Region 6,New Britain Office,BLACK,2010,28,14,2,0,0,5,6,0,0,0,1,0,0,0,Race
8/6/2015,Region 6,New Britain Office,HISPANIC,2010,86,36,12,1,1,19,7,1,3,0,3,0,3,0,Race
8/6/2015,Region 6,New Britain Office,OTHER,2010,21,12,4,1,0,3,0,0,1,0,0,0,0,0,Race
8/6/2015,Region 6,New Britain Office,WHITE,2010,92,32,16,6,3,13,4,1,10,0,0,0,7,0,Race
9/19/2017,Region 0,Aftercare,Hispanic,2011,5,0,0,0,0,0,0,0,1,0,0,4,0,0,Race
9/19/2017,Region 0,Aftercare,Non-Hispanic Black,2011,5,0,0,0,0,0,0,0,2,0,0,3,0,0,Race
9/19/2017,Region 0,Aftercare,Non-Hispanic Other,2011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Race
9/19/2017,Region 0,Aftercare,Non-Hispanic White,2011,3,0,0,0,0,0,0,0,2,0,0,1,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Hispanic,2011,14,1,0,0,0,0,0,0,4,0,0,9,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Non-Hispanic Black,2011,26,0,0,0,0,0,0,1,9,0,0,16,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Non-Hispanic Other,2011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Non-Hispanic White,2011,9,0,0,0,0,0,0,0,6,0,0,3,0,0,Race
9/19/2017,Region 0,Treatment Services,Non-Hispanic White,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Race
9/19/2017,Region 0,Unassigned_Office,Hispanic,2011,19,1,0,0,0,0,0,1,7,0,0,10,0,0,Race
9/19/2017,Region 0,Unassigned_Office,Non-Hispanic Black,2011,20,0,3,0,0,0,0,2,5,0,0,10,0,0,Race
9/19/2017,Region 0,Unassigned_Office,Non-Hispanic Other,2011,3,0,0,0,1,0,0,0,0,0,0,2,0,0,Race
9/19/2017,Region 0,Unassigned_Office,Non-Hispanic White,2011,20,2,0,0,0,0,0,3,14,0,0,1,0,0,Race
9/19/2017,Region 1,Bridgeport Office,Hispanic,2011,86,46,19,0,1,7,4,1,6,0,0,2,0,0,Race
9/19/2017,Region 1,Bridgeport Office,Non-Hispanic Black,2011,86,33,31,1,4,4,2,0,9,0,0,2,0,0,Race
9/19/2017,Region 1,Bridgeport Office,Non-Hispanic Other,2011,11,9,0,0,1,1,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 1,Bridgeport Office,Non-Hispanic White,2011,32,16,8,0,0,3,1,0,3,0,0,0,1,0,Race
9/19/2017,Region 1,Norwalk Office,Hispanic,2011,17,8,1,1,0,2,1,0,3,0,1,0,0,0,Race
9/19/2017,Region 1,Norwalk Office,Non-Hispanic Black,2011,19,9,0,0,1,6,3,0,0,0,0,0,0,0,Race
9/19/2017,Region 1,Norwalk Office,Non-Hispanic Other,2011,4,3,0,0,0,0,0,0,1,0,0,0,0,0,Race
9/19/2017,Region 1,Norwalk Office,Non-Hispanic White,2011,7,1,4,2,0,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 1,Stamford Office,Hispanic,2011,17,8,0,2,0,3,1,0,2,0,0,0,1,0,Race
9/19/2017,Region 1,Stamford Office,Non-Hispanic Black,2011,10,3,0,0,1,1,3,0,2,0,0,0,0,0,Race
9/19/2017,Region 1,Stamford Office,Non-Hispanic Other,2011,3,0,0,0,0,3,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 1,Stamford Office,Non-Hispanic White,2011,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 2,Milford Office,Hispanic,2011,29,23,3,0,0,2,0,0,1,0,0,0,0,0,Race
9/19/2017,Region 2,Milford Office,Non-Hispanic Black,2011,25,8,4,0,2,5,4,1,1,0,0,0,0,0,Race
9/19/2017,Region 2,Milford Office,Non-Hispanic Other,2011,14,8,0,0,1,3,1,0,0,0,0,0,1,0,Race
9/19/2017,Region 2,Milford Office,Non-Hispanic White,2011,68,21,17,2,0,3,12,2,11,0,0,0,0,0,Race
9/19/2017,Region 2,New Haven Office,Hispanic,2011,83,28,11,3,5,16,5,3,10,0,0,2,0,0,Race
9/19/2017,Region 2,New Haven Office,Non-Hispanic Black,2011,93,42,14,4,1,10,8,2,7,0,0,3,0,2,Race
9/19/2017,Region 2,New Haven Office,Non-Hispanic Other,2011,16,14,0,0,0,2,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 2,New Haven Office,Non-Hispanic White,2011,20,11,3,0,0,0,1,1,3,0,0,0,1,0,Race
9/19/2017,Region 3,Middletown Office,Hispanic,2011,20,6,6,2,0,5,0,0,1,0,0,0,0,0,Race
9/19/2017,Region 3,Middletown Office,Non-Hispanic Black,2011,21,8,7,0,0,5,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Middletown Office,Non-Hispanic Other,2011,10,3,4,0,0,3,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Middletown Office,Non-Hispanic White,2011,52,22,15,0,0,5,4,0,3,0,1,0,1,1,Race
9/19/2017,Region 3,Norwich Office,Hispanic,2011,34,19,4,0,0,0,2,1,7,0,0,1,0,0,Race
9/19/2017,Region 3,Norwich Office,Non-Hispanic Black,2011,47,22,3,0,1,10,3,1,3,0,0,1,3,0,Race
9/19/2017,Region 3,Norwich Office,Non-Hispanic Other,2011,25,12,5,1,0,1,2,0,0,0,0,0,4,0,Race
9/19/2017,Region 3,Norwich Office,Non-Hispanic White,2011,116,58,17,3,0,5,3,0,12,0,0,2,16,0,Race
9/19/2017,Region 3,Willimantic Office,Hispanic,2011,22,13,6,2,0,0,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Willimantic Office,Non-Hispanic Black,2011,4,3,0,0,0,0,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Willimantic Office,Non-Hispanic Other,2011,8,5,1,0,0,0,2,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Willimantic Office,Non-Hispanic White,2011,64,32,11,1,3,4,3,1,3,0,1,1,4,0,Race
9/19/2017,Region 4,Hartford Office,Hispanic,2011,204,129,22,3,2,14,13,4,8,0,5,1,2,1,Race
9/19/2017,Region 4,Hartford Office,Non-Hispanic Black,2011,172,103,39,2,2,6,6,0,4,0,1,1,5,3,Race
9/19/2017,Region 4,Hartford Office,Non-Hispanic Other,2011,23,16,1,2,1,1,0,0,1,0,0,0,1,0,Race
9/19/2017,Region 4,Hartford Office,Non-Hispanic White,2011,19,10,3,0,0,1,0,2,0,0,0,0,3,0,Race
9/19/2017,Region 4,Manchester Office,Hispanic,2011,54,27,9,1,1,2,7,2,4,0,0,0,1,0,Race
9/19/2017,Region 4,Manchester Office,Non-Hispanic Black,2011,60,35,11,0,1,9,0,2,1,0,0,0,0,1,Race
9/19/2017,Region 4,Manchester Office,Non-Hispanic Other,2011,16,5,5,0,0,1,3,1,1,0,0,0,0,0,Race
9/19/2017,Region 4,Manchester Office,Non-Hispanic White,2011,112,51,22,4,2,11,8,3,4,0,3,0,4,0,Race
9/19/2017,Region 5,Danbury Office,Hispanic,2011,11,4,2,0,0,1,3,0,1,0,0,0,0,0,Race
9/19/2017,Region 5,Danbury Office,Non-Hispanic Black,2011,7,1,4,0,0,0,1,0,0,0,0,0,1,0,Race
9/19/2017,Region 5,Danbury Office,Non-Hispanic White,2011,39,16,5,0,1,4,5,1,5,0,1,0,1,0,Race
9/19/2017,Region 5,Torrington Office,Hispanic,2011,11,9,0,0,0,0,1,0,0,0,0,0,1,0,Race
9/19/2017,Region 5,Torrington Office,Non-Hispanic Black,2011,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 5,Torrington Office,Non-Hispanic Other,2011,10,7,1,0,1,0,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 5,Torrington Office,Non-Hispanic White,2011,98,59,16,0,0,10,5,0,3,0,4,0,1,0,Race
9/19/2017,Region 5,Waterbury Office,Hispanic,2011,97,67,9,0,0,9,5,0,6,0,0,0,1,0,Race
9/19/2017,Region 5,Waterbury Office,Non-Hispanic Black,2011,51,30,6,0,1,3,2,1,5,0,0,1,1,1,Race
9/19/2017,Region 5,Waterbury Office,Non-Hispanic Other,2011,16,7,2,0,0,0,1,1,2,0,0,2,1,0,Race
9/19/2017,Region 5,Waterbury Office,Non-Hispanic White,2011,79,37,17,3,0,7,2,1,9,0,1,0,2,0,Race
9/19/2017,Region 6,Meriden Office,Hispanic,2011,53,25,7,4,0,6,5,0,5,0,0,0,1,0,Race
9/19/2017,Region 6,Meriden Office,Non-Hispanic Black,2011,18,11,1,0,0,3,2,1,0,0,0,0,0,0,Race
9/19/2017,Region 6,Meriden Office,Non-Hispanic Other,2011,6,5,0,0,0,0,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 6,Meriden Office,Non-Hispanic White,2011,29,9,8,2,0,5,2,0,2,0,0,0,1,0,Race
9/19/2017,Region 6,New Britain Office,Hispanic,2011,94,42,12,0,3,4,12,2,8,0,1,7,3,0,Race
9/19/2017,Region 6,New Britain Office,Non-Hispanic Black,2011,26,12,5,0,1,2,1,2,2,0,0,1,0,0,Race
9/19/2017,Region 6,New Britain Office,Non-Hispanic Other,2011,12,3,0,0,1,3,0,0,3,0,0,1,1,0,Race
9/19/2017,Region 6,New Britain Office,Non-Hispanic White,2011,120,26,44,4,5,5,9,2,16,0,0,1,7,1,Race
9/19/2017,Region 0,Aftercare,Hispanic,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Race
9/19/2017,Region 0,Aftercare,Non-Hispanic Black,2012,5,0,0,0,0,0,0,2,0,0,0,3,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Hispanic,2012,18,0,0,0,0,0,0,1,6,0,1,10,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Non-Hispanic Black,2012,25,0,0,0,0,0,0,2,8,0,1,14,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Non-Hispanic Other,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Non-Hispanic White,2012,6,0,0,0,0,0,0,0,5,0,0,1,0,0,Race
9/19/2017,Region 0,Hotline,Hispanic,2012,4,1,3,0,0,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 0,Hotline,Non-Hispanic Black,2012,3,0,0,0,0,3,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 0,Unassigned_Office,Hispanic,2012,2,1,0,0,1,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 0,Unassigned_Office,Non-Hispanic Black,2012,8,0,0,0,0,0,0,0,3,0,0,5,0,0,Race
